Site_Code,Site_Name,Site_Status,Country,CP2 Region,Area_ha,Longitude,Latitude,Established_Date,Agency,WDPA_Code,source_file,mpa_type,load_timestamp,Pre-Designation Code,Non-marine interest features,cSAC Established Date,SCI Confirmation Date,SAC Designation Date
NEW_0014,Bloody Bay Marine Park,Marine Park,United Kingdom,Unknown,197.194497743601,,,01-01-1986,Unknown,12799.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814248,,,,,
NEW_0015,Cayman Brac West Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,184.715747327349,,,01-01-2002,Unknown,303915.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814249,,,,,
NEW_0016,12-Mile Bank East Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,257.78696523265603,,,01-01-2003,Unknown,303918.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814251,,,,,
NEW_0017,12-Mile Bank West Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,323.09833039868,,,01-01-2003,Unknown,303919.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814256,,,,,
NEW_0018,Barkers Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,334.066634074182,,,01-01-1986,Unknown,12777.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814291,,,,,
NEW_0019,Cayman Brac East Grouper Hole,Grouper Spawning Site,United Kingdom,Unknown,115.003355581365,,,01-01-1985,Unknown,303914.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814294,,,,,
NEW_0020,Frank Sound Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,187.029722522752,,,01-01-1986,Unknown,12782.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814296,,,,,
NEW_0021,George Town Marine Park,Marine Park,United Kingdom,Unknown,226.513141307614,,,01-01-1986,Unknown,303905.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814297,,,,,
NEW_0022,Dennis Point Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,20.1989096027132,,,01-01-1986,Unknown,12792.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814299,,,,,
NEW_0023,Dick Sessingers Bay - Beach Point Marine Park,Marine Park,United Kingdom,Unknown,217.321369400814,,,01-01-1986,Unknown,12797.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814301,,,,,
NEW_0024,No Dive Zone East,No Diving Zones,United Kingdom,Unknown,142.798938323259,,,01-01-1986,Unknown,303910.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814303,,,,,
NEW_0025,No Dive Zone West,No Diving Zones,United Kingdom,Unknown,145.4824878581,,,01-01-1987,Unknown,303909.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814308,,,,,
NEW_0026,North Sound Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,3013.1735664959697,,,01-01-1986,Unknown,12780.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814310,,,,,
NEW_0027,Pageant Beach Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,45.1141355382647,,,01-01-1986,Unknown,100837.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814314,,,,,
NEW_0028,Preston Bay Marine Park,Marine Park,United Kingdom,Unknown,98.1839347300841,,,01-01-1986,Unknown,12800.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814316,,,,,
NEW_0029,Rum Point Marine Park,Marine Park,United Kingdom,Unknown,47.7997374115266,,,01-01-1986,Unknown,12789.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814318,,,,,
NEW_0030,Sand Bluff Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,139.697134132604,,,01-01-1986,Unknown,12784.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814319,,,,,
NEW_0031,Sandbar Prohibited Scuba Diving Zone,Prohibited Scuba Diving Zone,United Kingdom,Unknown,23.663711540615505,,,01-01-2007,Unknown,555600325.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814321,,,,,
NEW_0032,Sandbar Wildlife Interaction Zone,Wildlife Interaction Zone,United Kingdom,Unknown,552.2244950245699,,,01-01-2007,Unknown,555600326.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814323,,,,,
NEW_0033,Seven Mile Beach Marine Park,Marine Park,United Kingdom,Unknown,513.4564813146769,,,01-01-1986,Unknown,12788.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814325,,,,,
NEW_0034,Spanish Bay Marine Park,Marine Park,United Kingdom,Unknown,11.6144776525351,,,01-01-1986,Unknown,12786.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814326,,,,,
NEW_0035,Spott Bay Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,12.2581863182588,,,01-01-1986,Unknown,12791.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814331,,,,,
NEW_0036,Spotter Bay Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,57.0280448415735,,,01-01-1986,Unknown,12785.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814332,,,,,
NEW_0037,Stingray City Wildlife Interaction Zone,Wildlife Interaction Zone,United Kingdom,Unknown,35.227301793218004,,,01-01-2007,Unknown,555600328.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814337,,,,,
NEW_0038,West Bay Replenishment Zone,Replenishment Zone,United Kingdom,Unknown,71.574904561048,,,01-01-1986,Unknown,12778.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814338,,,,,
NEW_0039,White Bay Marine Park,Marine Park,United Kingdom,Unknown,36.3045744350698,,,01-01-1986,Unknown,12796.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814340,,,,,
NEW_0040,Jason West Cay,Nature Reserve,United Kingdom,Unknown,18.0002691052002,,,01-01-1973,Unknown,62907.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814342,,,,,
NEW_0041,Pyramid Rock,Nature Reserve,United Kingdom,Unknown,1.2078536696976698,,,01-01-1978,Unknown,62916.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814344,,,,,
NEW_0042,Seal Rocks S2D4,Nature Reserve,United Kingdom,Unknown,0.02399342304642,,,,Unknown,555622062.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814346,,,,,
NEW_0043,Seal Rocks S2D5,Nature Reserve,United Kingdom,Unknown,0.10877110667904,,,,Unknown,555622063.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814347,,,,,
NEW_0044,Seal Rocks S2D6,Nature Reserve,United Kingdom,Unknown,0.03279127850358,,,,Unknown,555622064.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814349,,,,,
NEW_0045,Seal Rocks S2D7,Nature Reserve,United Kingdom,Unknown,0.03399096184094,,,,Unknown,555622065.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814351,,,,,
NEW_0046,Skinflats,Nature Reserve,United Kingdom,Unknown,390.721744204691,,,01-01-1976,Unknown,555581050.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814353,,,,,
NEW_0047,Poole Rocks,Marine Protected Area (OSPAR),United Kingdom,Unknown,374.347197013417,,,01-01-2014,Unknown,555583018.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814357,,,,,
NEW_0048,Upper Loch Fyne and Loch Goil,Marine Protected Area (OSPAR),United Kingdom,Unknown,8716.65061113938,,,01-01-2014,Unknown,555583046.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814361,,,,,
NEW_0049,Mousa to Boddam,Marine Protected Area (OSPAR),United Kingdom,Unknown,1295.07564988124,,,01-01-2014,Unknown,555583041.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814363,,,,,
NEW_0050,Small Isles,Marine Protected Area (OSPAR),United Kingdom,Unknown,80077.78529171599,,,01-01-2014,Unknown,555583044.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814364,,,,,
NEW_0051,Rosemary Bank Seamount,Marine Protected Area (OSPAR),United Kingdom,Unknown,693724.561291737,,,01-01-2014,Unknown,555583058.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814366,,,,,
NEW_0052,"Ramsey, Isle of Man",Marine Protected Area (OSPAR),United Kingdom,Unknown,9426.14487891446,,,01-01-2012,Unknown,555557132.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814368,,,,,
NEW_0053,Beachy Head West,Marine Protected Area (OSPAR),United Kingdom,Unknown,2374.76512186368,,,01-01-2014,Unknown,555583006.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814370,,,,,
NEW_0054,Padstow Bay and Surrounds,Marine Protected Area (OSPAR),United Kingdom,Unknown,8977.31087494137,,,01-01-2014,Unknown,555583016.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814372,,,,,
NEW_0055,The Manacles,Marine Protected Area (OSPAR),United Kingdom,Unknown,342.841346972039,,,01-01-2014,Unknown,555583022.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814373,,,,,
NEW_0056,Papa Westray,Marine Protected Area (OSPAR),United Kingdom,Unknown,3276.6086507028904,,,01-01-2014,Unknown,555583043.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814375,,,,,
NEW_0057,South Arran,Marine Protected Area (OSPAR),United Kingdom,Unknown,27814.3427505737,,,01-01-2014,Unknown,555583045.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814379,,,,,
NEW_0058,Duddon Estuary,Marine Protected Area (OSPAR),United Kingdom,Unknown,5127.27643778464,,,01-01-2011,Unknown,555556974.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814381,,,,,
NEW_0059,Upper Solway Flats and Marshes,Marine Protected Area (OSPAR),United Kingdom,Unknown,37504.1282607622,,,01-01-2011,Unknown,555557217.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814383,,,,,
NEW_0060,Cumbria Coast,Marine Protected Area (OSPAR),United Kingdom,Unknown,1711.32235512387,,,01-01-2014,Unknown,555583009.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814385,,,,,
NEW_0061,"Blackwater, Crouch, Roach and Colne Estuaries",Marine Protected Area (OSPAR),United Kingdom,Unknown,26714.8365035167,,,01-01-2014,Unknown,555583007.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814389,,,,,
NEW_0062,Folkestone Pomerania,Marine Protected Area (OSPAR),United Kingdom,Unknown,3372.17084723426,,,01-01-2014,Unknown,555583010.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814391,,,,,
NEW_0063,Kingmere,Marine Protected Area (OSPAR),United Kingdom,Unknown,4773.754888961021,,,01-01-2014,Unknown,555583013.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814393,,,,,
NEW_0064,Skerries Bank and Surrounds,Marine Protected Area (OSPAR),United Kingdom,Unknown,24913.7660591635,,,01-01-2014,Unknown,555583019.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814395,,,,,
NEW_0065,Torbay,Marine Protected Area (OSPAR),United Kingdom,Unknown,1937.60932742972,,,01-01-2014,Unknown,555583023.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814397,,,,,
NEW_0066,Whitsand and Looe Bay,Marine Protected Area (OSPAR),United Kingdom,Unknown,5122.70256476716,,,01-01-2014,Unknown,555583025.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814398,,,,,
NEW_0067,Fetlar to Haroldswick,Marine Protected Area (OSPAR),United Kingdom,Unknown,21026.2240372737,,,01-01-2014,Unknown,555583034.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814402,,,,,
NEW_0068,Loch Sunart,Marine Protected Area (OSPAR),United Kingdom,Unknown,4801.37756308001,,,01-01-2014,Unknown,555583036.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814404,,,,,
NEW_0069,Loch Sunart to the Sound of Jura,Marine Protected Area (OSPAR),United Kingdom,Unknown,73686.32365831989,,,01-01-2014,Unknown,555583037.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814408,,,,,
NEW_0070,Noss Head,Marine Protected Area (OSPAR),United Kingdom,Unknown,753.691116628791,,,01-01-2014,Unknown,555583042.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814410,,,,,
NEW_0071,Clyde Sea Sill,Marine Protected Area (OSPAR),United Kingdom,Unknown,71185.7831416927,,,01-01-2014,Unknown,555583032.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814412,,,,,
NEW_0072,Wyre and Rousay Sounds,Marine Protected Area (OSPAR),United Kingdom,Unknown,1613.24809704272,,,01-01-2014,Unknown,555583048.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814414,,,,,
NEW_0073,Wester Ross,Marine Protected Area (OSPAR),United Kingdom,Unknown,59738.81639986949,,,01-01-2014,Unknown,555583047.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814416,,,,,
NEW_0074,Fylde,Marine Protected Area (OSPAR),United Kingdom,Unknown,26085.742041373,,,01-01-2014,Unknown,555583011.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814417,,,,,
NEW_0075,Alderney West Coast and the Burhou Islands,"Ramsar Site, Wetland of International Importance",United Kingdom,Unknown,1377.82154647924,,,01-01-2005,Unknown,902745.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814419,,,,,
NEW_0076,Vine Point and Ocean Hole,Nature Reserve,United Kingdom,Unknown,723.3214441500891,,,01-01-1987,Unknown,18778.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814421,,,,,
NEW_0077,Bell Sound,Nature Reserve,United Kingdom,Unknown,1078.46472529133,,,01-01-1975,Unknown,18779.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814425,,,,,
NEW_0078,North West Point Marine,National Park,United Kingdom,Unknown,999.763798122918,,,01-01-1987,Unknown,18784.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814427,,,,,
NEW_0079,West Caicos Marine,National Park,United Kingdom,Unknown,377.319079436996,,,01-01-1992,Unknown,31295.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814429,,,,,
NEW_0080,Columbus Landfall Marine,National Park,United Kingdom,Unknown,498.140311016928,,,01-01-1992,Unknown,36094.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814431,,,,,
NEW_0081,Three Mary Cays,Sanctuary,United Kingdom,Unknown,18.3585758834659,,,01-01-1987,Unknown,18781.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814433,,,,,
NEW_0082,Jost Van Dyke,Landscape/Seascape,United Kingdom,Unknown,104.198768433954,,,,Unknown,12839.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814435,,,,,
NEW_0083,Mosquito Island,Habitat Management Area,United Kingdom,Unknown,16.7353786371715,,,,Unknown,14219.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814436,,,,,
NEW_0084,Diamond Cay,National Park,United Kingdom,Unknown,0.5344210429625901,,,01-01-1991,Unknown,32645.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814438,,,,,
NEW_0085,Beef Island,Marine Park,United Kingdom,Unknown,85.6230032233167,,,,Unknown,555624396.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814440,,,,,
NEW_0086,Horseshoe Reef,Fisheries Protected,United Kingdom,Unknown,3741.07514332742,,,,Unknown,31308.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814441,,,,,
NEW_0087,Anegada north,Landscape/Seascape,United Kingdom,Unknown,731.3602863085949,,,,Unknown,12902.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814445,,,,,
NEW_0088,Dead Chest to James George Bay,Landscape/Seascape,United Kingdom,Unknown,833.3057006395061,,,,Unknown,14551.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814447,,,,,
NEW_0089,Dogs Marine Area,Landscape/Seascape,United Kingdom,Unknown,1073.58459053511,,,,Unknown,12837.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814449,,,,,
NEW_0090,Ginger Island,Landscape/Seascape,United Kingdom,Unknown,221.808769340951,,,,Unknown,14214.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814451,,,,,
NEW_0091,Great Carrot Bay,Habitat Management Area,United Kingdom,Unknown,23.1536962953722,,,,Unknown,14076.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814452,,,,,
NEW_0092,Guana Is.,Fisheries Protected,United Kingdom,Unknown,23.265770247825905,,,,Unknown,14078.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814454,,,,,
NEW_0093,Norman Island,Marine Park,United Kingdom,Unknown,218.44773828195704,,,,Unknown,12840.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814456,,,,,
NEW_0094,Peter Island,Marine Park,United Kingdom,Unknown,385.965150689412,,,,Unknown,14221.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814463,,,,,
NEW_0095,Prickly Pear,Marine Park,United Kingdom,Unknown,102.670132053977,,,,Unknown,12841.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814465,,,,,
NEW_0096,RMS Rhone,Marine Park,United Kingdom,Unknown,263.033881495441,,,01-01-1980,Unknown,78.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814467,,,,,
NEW_0097,Ginger Island,Fisheries Protected,United Kingdom,Unknown,32.1864161065783,,,,Unknown,555624402.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814471,,,,,
NEW_0098,Salt and Cooper Is,Marine Park,United Kingdom,Unknown,272.134624851186,,,,Unknown,14210.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814473,,,,,
NEW_0099,Frenchmans Cay,Fisheries Protected,United Kingdom,Unknown,12.9784750178705,,,,Unknown,555624397.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814477,,,,,
NEW_0100,The Indians,National Park,United Kingdom,Unknown,0.1181433468377499,,,,Unknown,555624429.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814479,,,,,
NEW_0101,RMS Rhone anchor,Marine Park,United Kingdom,Unknown,6.9017081028011695,,,01-01-1980,Unknown,555624435.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814480,,,,,
NEW_0102,Thomas George Bay,Marine Park,United Kingdom,Unknown,7.213768050289571,,,,Unknown,555624418.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814482,,,,,
NEW_0103,Sandy Spit,Natural Monument,United Kingdom,Unknown,0.16505845648643,,,,Unknown,555624417.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814484,,,,,
NEW_0104,Watsons Rock,National Park,United Kingdom,Unknown,0.46619254512974,,,01-01-1995,Unknown,555624434.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814486,,,,,
NEW_0105,Anegada south west,Fisheries Protected,United Kingdom,Unknown,95.0224375567191,,,,Unknown,555624400.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814487,,,,,
NEW_0106,Anegada west,Landscape/Seascape,United Kingdom,Unknown,401.176797724101,,,,Unknown,555624421.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814489,,,,,
NEW_0107,Beef Island,Fisheries Protected,United Kingdom,Unknown,39.34984321197,,,,Unknown,555624393.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814493,,,,,
NEW_0108,Great Harbour,Landscape/Seascape,United Kingdom,Unknown,194.859316883776,,,,Unknown,555624404.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814495,,,,,
NEW_0109,Great Thatch,Managed Resource,United Kingdom,Unknown,110.710592967896,,,,Unknown,555624405.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814496,,,,,
NEW_0110,Great Thatch,Marine Park,United Kingdom,Unknown,36.5213248786441,,,,Unknown,555624410.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814498,,,,,
NEW_0111,Virgin Gorda,Fisheries Protected,United Kingdom,Unknown,57.0080835065714,,,,Unknown,555624437.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814502,,,,,
NEW_0112,"Green Cay, Sandy Cay, Sandy Spit",Marine Park,United Kingdom,Unknown,303.544535495888,,,,Unknown,555624422.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814504,,,,,
NEW_0113,Long Bay,Marine Park,United Kingdom,Unknown,21.0598998278509,,,,Unknown,555624426.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814506,,,,,
NEW_0114,Norman Island,Landscape/Seascape,United Kingdom,Unknown,80.6863146206441,,,,Unknown,555624432.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814507,,,,,
NEW_0115,Scrub Island,Landscape/Seascape,United Kingdom,Unknown,177.881932091645,,,,Unknown,555624436.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814509,,,,,
NEW_0116,Smugglers Cove,Marine Park,United Kingdom,Unknown,17.9897896774381,,,,Unknown,555624394.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814511,,,,,
NEW_0117,Tobagos,Landscape/Seascape,United Kingdom,Unknown,445.358289762768,,,,Unknown,555624423.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814515,,,,,
NEW_0118,Tortola,Species Management Area,United Kingdom,Unknown,288.213515967631,,,,Unknown,555624433.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814516,,,,,
NEW_0119,Virgin Gorda,Landscape/Seascape,United Kingdom,Unknown,1440.79708055779,,,,Unknown,555624407.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814518,,,,,
NEW_0120,Virgin Gorda,Marine Park,United Kingdom,Unknown,43.1065501416377,,,,Unknown,555624412.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814520,,,,,
NEW_0121,Virgin Gorda north,Fisheries Protected,United Kingdom,Unknown,1405.10865047114,,,,Unknown,555624431.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814522,,,,,
NEW_0122,Virgin Gorda South,Landscape/Seascape,United Kingdom,Unknown,1003.30909795203,,,,Unknown,555624413.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814523,,,,,
NEW_0123,Les Pierres de Lecq,"Ramsar Site, Wetland of International Importance",United Kingdom,Unknown,510.009797151649,,,01-01-2005,Unknown,902397.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814525,,,,,
NEW_0124,Les Minquiers,"Ramsar Site, Wetland of International Importance",United Kingdom,Unknown,9577.52028747552,,,01-01-2005,Unknown,902396.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814529,,,,,
NEW_0125,Les Ecrehou and Les Dirouilles,"Ramsar Site, Wetland of International Importance",United Kingdom,Unknown,5438.7392069811,,,01-01-2005,Unknown,902395.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814531,,,,,
NEW_0126,"South East Coast of Jersey, Channel Islands","Ramsar Site, Wetland of International Importance",United Kingdom,Unknown,3158.11760987986,,,01-01-2000,Unknown,900586.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814533,,,,,
NEW_0127,South Georgia and South Sandwich Islands Marine Protected Area,Marine Protected Area,United Kingdom,Unknown,123697566.164561,,,01-01-2012,Unknown,555547601.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814537,,,,,
NEW_0128,Hartland Point to Tintagel,Marine Protected Area (OSPAR),United Kingdom,Unknown,30225.3032592713,,,01-01-2016,Unknown,555622026.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814539,,,,,
NEW_0129,Allonby Bay,Marine Protected Area (OSPAR),United Kingdom,Unknown,3868.79766192493,,,01-01-2016,Unknown,555622017.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814540,,,,,
NEW_0130,Bideford to Foreland Point,Marine Protected Area (OSPAR),United Kingdom,Unknown,10064.0509579215,,,01-01-2016,Unknown,555622018.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814543,,,,,
NEW_0131,Cromer Shoal Chalk Beds,Marine Protected Area (OSPAR),United Kingdom,Unknown,32023.8264352054,,,01-01-2016,Unknown,555622019.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814544,,,,,
NEW_0132,Coquet to St Mary's,Marine Protected Area (OSPAR),United Kingdom,Unknown,19078.813924535,,,01-01-2016,Unknown,555622020.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814546,,,,,
NEW_0133,Dover to Deal,Marine Protected Area (OSPAR),United Kingdom,Unknown,979.1664371841208,,,01-01-2016,Unknown,555622021.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814548,,,,,
NEW_0134,Dover to Folkestone,Marine Protected Area (OSPAR),United Kingdom,Unknown,1933.163144283,,,01-01-2016,Unknown,555622022.0,WDPA_Aug2025_marine_missing.csv,Marine MPA,2025-08-06T15:27:18.814550,,,,,
