OBJECTID_1,Site_Name,Designation_Type,Link_to_CA,Link_to_GMA,Traffic_Light_Colour_using_80__,Notes,Number_of_Marine_Components,Perc_in_Fav_or_Unfav_Recover,GEOGRAPHIC_LOCATION,Country,EST_DATE,STATUS,SITE_CODE,LEAD,Features,Feature_Designation_Dates,Feature_Management_Approaches,Feature_Conditions,Feature_Favourable,Feature_Unfavourable_Recovering,Feature_Unfavourable_No_Change,Feature_Unfavourable_Declining,Feature_Partially_Destroyed,Feature_Destroyed,Feature_Not_Assessed
115,Bembridge ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineSiteDetail.aspx?SiteCode=UKMCZ0054&SiteName=&SiteNameDisplay=Bembridge%20MCZ&countyCode=&responsiblePerson=&,,Mixed_Picture,,13,,,England,,Designated,,,Maerl beds; Native oyster (Ostrea edulis); Peacock's tail (Padina pavonica); Seagrass beds; Sea-pen and burrowing megafauna communites; Sheltered muddy gravels; Short snouted seahorse (Hippocampus hippocampus); Stalked jellyfish (Calvadosia campanulata); Stalked jellyfish (Haliclystus spp); Subtidal coarse sediment; Subtidal mixed sediements; Subtidal mud; Subtidal sand,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Recover to favourable condition; Recover to favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -
116,Southbourne Rough ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0071&SiteName=southbo&SiteNameDisplay=Southbourne+Rough+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/915224/mcz-southbourne-rough-2019.pdf,Degraded/Degrading,,1,,,England,,Designated,,,Black seabream (Spondyliosoma cantharus),31/05/2019,Recover to favourable condition,N,-,-,-,-,-,-,-
117,Isles of Scilly,MCZ,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/926991/mcz-isles-of-scilly-2019.pdf,Mixed_Picture,,53,,,England,,Designated,,,"European shag (Phalacrocorax aristotelis), A018, b; Great black-backed gull (Larus marinus); Lesser black-backed gull (Larus fuscus), A183, b; Seabird assemblage; Storm petrel (Hydrobates pelagicus), A014, b",17/11/2020; 17/11/2020; 00/08/2001; 00/08/2001; 00/08/2001,-; -; -; -; -,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
128,Swanscombe ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0073&SiteName=swanscombe&SiteNameDisplay=Swanscombe+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/915349/mcz-swanscombe-2019.pdf,Recovered/Recovering,,2,,,England,,Designated,,,Intertidal mud; Tentacled lagoon-worm (Alkmaria romijni),31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition,N; N,-; -,-; -,-; -,-; -,-; -,-; -,-; -
129,Axe Estuary MCZ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0052&SiteName=&SiteNameDisplay=Axe+Estuary+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/914337/mcz-axe-estuary-2019.pdf,Recovered/Recovering,,5,,,England,,Designated,,,Coastal Saltmarshes and Saline Reedbeds; Esturine Rocky Habitats; Intertidal Coarse Sediment; Intertidal Mixed Sediments; Intertidal Mud,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
130,Otter Estuary ,MCZ,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UKMCZ0065&SiteName=&SiteNameDisplay=Otter+Estuary+MCZ&countyCode=&responsiblePerson=&SeaArea=&IFCAArea= Natural England is currently in the proces,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/915660/mcz-otter-estuary-2019.pdf,Recovered/Recovering,,3,,,England,,Designated,,,Coastal Saltmarshes and Saline Reedbeds; Esturine Rocky Habitats; Intertidal Coarse Sediment; Intertidal Mixed Sediments; Intertidal Mud,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
131,Allonby Bay ,MCZ,,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/492326/mcz-allonby-bay-factsheet.pdf,Recovered/Recovering,,14,,,England,,Designated,,,Blue mussel (Mytilus edulis) beds; High energy intertidal rock; Honeycomb worm (sabellaria alveloata) reefs; Intertidal biogenic reefs; Intertidal coarse sediment; Intertidal sand and muddy sand; Low energy intertidal rock; Moderate energy infralittoral rock; Moderate energy intertidal rock; Peat and clay exposures; Subtidal biogenic reefs; Subtidal coarse sediemnt; Subtidal mixed sediments; Subtidal sand,26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016; 26/01/2016,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N; N; N; N; N; N; N; N; N; N,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -; -; -; -; -
132,Coquet Island,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9006031&SiteName=coquet&SiteNameDisplay=Coquet+Island+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/5446040786305024,Condition_Unknown,,5,,,England inshore,1/7/1985,,UK9006031,,"Seabird assemblage; Sandwich tern (Sterna sandvicensis), A191, b; Roseate tern (Sterna dougallii), A192, b; Common tern (Sterna hirundo), A193, b; Arctic tern (Sterna paradisaea), A194, breeding",29/01/2017; 17/07/1985; 17/07/1985; 17/07/1985; 17/07/1985,-; -; -; -; -,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
133,Killough Bay,SPA,"Condition of MPA designated features (2023) layer, available at: https://gis.daera-ni.gov.uk/arcgis/apps/webappviewer/index.html?id=e44a8e27333241bfa2faf4a387fd99d7",https://www.daera-ni.gov.uk/sites/default/files/publications/doe/killough-bay-spa-conservation-objectives-2015.pdf,Degraded/Degrading,,1,,,Northern Ireland inshore,1/3/2003,,UK9020221,,"Light bellied brent goose (Branta bernicla hrota), wintering",20/03/2003,-,Y,-,-,-,-,-,-,-
134,Gibraltar Point,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9008022&SiteName=gibra&SiteNameDisplay=Gibraltar+Point+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3244315?category=3229185,Condition_Unknown,,4,,,England inshore,1/3/1993,,UK9008022,,"Bar-tailed godwit (Limosa lapponica), A157, nb; Grey plover (Pluvialis squatarola), A141, nb; Little tern (Sternula albifrons), A195, b; Sanderling (Calidris alba), A144, nb",01/03/1993; 01/03/1993; 01/03/1993; 01/03/1993,-; -; -; -,N; N; N; N,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -,-; -; -; -
135,Grassholm,SPA,https://cdn.cyfoethnaturiol.cymru/01vjj2d1/condition-assessment-for-grassholm-spa.pdf,,Degraded/Degrading,,1,,,Wales inshore,1/1/1986,,UK9014041,,"Gannet (Morus bassanus), breeding",1/1/1986,-,Y,-,-,-,-,-,-,-
136,Marwick Head,SPA,https://sitelink.nature.scot/site/8544,,Degraded/Degrading,,2,,,Scotland inshore,1/12/1994,,UK9002121,,"Guillemot (Uria aalge), breeding; Kittiwake (Rissa tridactyla), breeding; Seabird assemblage",16/12/1994; 16/12/1994; 16/12/1994,-; -; -,Y; Y; Y,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -,-; -; -
137,Montrose Basin,SPA,https://sitelink.nature.scot/site/8548,,Mixed_Picture,,8,0.5,,Scotland inshore,1/2/1995,,UK9004031,,"Dunlin (Calidris alpina alpina), non-breeding; Eider (Somateria mollissima), non-breeding; Greylag goose (Anser anser), non-breeding; Knot (Calidris canutus), non-breeding; Oystercatcher (Haematopus ostralegus), non-breeding; Pink-footed goose (Anser brachyrhynchus), non-breeding; Redshank (Tringa totanus), non-breeding; Shelduck (Tadorna tadorna), non-breeding; Waterfowl assemblage, non-breeding; Wigeon (Anas penelope), non-breeding",03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995; 03/02/1995,-; -; -; -; -; -; -; -; -; -,N; Y; Y; Y; Y; Y; Y; N; Y; Y,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -; -; -
138,Ailsa Craig,SPA,https://sitelink.nature.scot/site/8463,,Recovered/Recovering,"* Note, if non marine component seabirds were included in this it would be very different results",3,1,,Scotland inshore,1/4/1990,,UK9003091,,"Gannet (Morus bassanus), breeding; Guillemot (Uria aalge), breeding; Herring gull (Larus argentatus), breeding; Kittiwake (Rissa tridactyla), breeding; Lesser black-backed gull (Larus fuscus), breeding; Seabird assemblages, breeding",25/09/2009; 25/09/2009; 25/09/2009; 25/09/2009; 25/09/2009; 25/09/2009,-; -; -; -; -; -,Y; Y; Y; Y; Y; Y,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
139,Farne Islands,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9006021&SiteName=farne&SiteNameDisplay=Farne+Islands+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/4521874151178240?category=4698884316069888,Condition_Unknown,,6,,,England inshore,1/7/1985,,UK9006021,,"Seabird assemblaged; Sandwich tern (Sterna sandvicensis), A191, b; Roseate tern (Sterna dougallii), A192, b; Common tern (Sterna hirundo), A193, b; Arctic tern (Sterna paradisaea), A194, breeding; Guillemot (Uria aalge), A199, b",29/01/2017; 17/07/1985; 17/07/1985; 17/07/1985; 17/07/1985; 29/01/2017,-; -; -; -; -; -,N; N; N; N; N; N,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
140,Dyfi Estuary / Aber Dyfi,SPA,https://cdn.cyfoethnaturiol.cymru/4b1ihapo/condition-assessment-for-the-dyfi-estuary-spa.pdf,,Degraded/Degrading,,1,,,Wales inshore,1/6/2001,,UK9020284,,"Greenland white-fronted goose (Anser albifrons flavirostris), non-breeding",29/06/2001,-,Y,-,-,-,-,-,-,-
141,Fowlsheugh,SPA,https://sitelink.nature.scot/site/8505,,Mixed_Picture,,4,0.75,,Scotland inshore,1/8/1992,,UK9002271,,"Fulmar (Fulmarus glacialis), breeding; Guillemot (Uria aalge), breeding; Herring gull (Larus argentatus), breeding; Kittiwake (Rissa tridactyla), breeding; Razorbill (Alca torda), breeding; Seabird assemblage, breeding",31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992,-; -; -; -; -; -,Y; Y; Y; Y; Y; Y,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
142,Chesil Beach and The Fleet,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9010091&SiteName=chesil&SiteNameDisplay=Chesil+Beach+and+The+Fleet+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/2967759?category=3229185,Condition_Unknown,,2,,,England inshore,1/7/1985,,UK9010091,,"Little tern (Sternula albifrons), A195, b; Wigeon (Anas penelope), A050, nb",17/07/1985; 17/07/1985,-; -,N; N,-; -,-; -,-; -,-; -,-; -,-; -,-; -
143,Pagham Harbour,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9012041&SiteName=pagham&SiteNameDisplay=Pagham+Harbour+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3143422?category=3229185,Mixed_Picture,,4,0.25,,England inshore,1/3/1988,,UK9012041,,"Common tern (Sterna hirundo), A193, b; Dark-bellied brent goose (Branta bernicla bernicla), A675, nb; Little tern (Sternula albifrons), A195, b; Ruff (Philomachus pugnax), A151, nb",25/08/1988; 25/08/1988; 25/08/1988; 25/08/1988,-; -; -; -,Y; Y; Y; Y,-; 100%; -; -,-; -; -; -,-; -; -; -,100%; -; 100%; 100%,-; -; -; -,-; -; -; -,-; -; -; -
144,Breydon Water,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9009181&SiteName=breydon&SiteNameDisplay=Breydon+Water+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/2950587?category=3229185,Condition_Unknown,,5,,,England inshore,1/3/1996,,UK9009181,,"Avocet (Recurvirostra avosetta), A132-A, nb; Bewick's swan (Cygnus columbianus bewickii), A037, nb; Common tern (Sterna hirundo), A193, b; Golden plover (Pluvialis apricaria), A140, nb; Lapwing (Vanellus vanellus), A142, nb; Ruff (Philomachus pugnax), A151, nb; Waterbird assemblage",02/02/2000; 02/02/2000; 02/02/2000; 02/02/2000; 02/02/2000; 02/02/2000; 02/02/2000,-; -; -; -; -; -; -,N; N; N; N; N; N; N,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
145,Flannan Isles,SPA,https://sitelink.nature.scot/site/8502,,Recovered/Recovering,,5,0.4,,Scotland inshore,1/8/1992,,UK9001021,,"Fulmar (Fulmarus glacialis), breeding; Guillemot (Uria aalge), breeding; Kittiwake (Rissa tridactyla), breeding; Leach's petrel (Oceanodroma leucorhoa), breeding; Puffin (Fratercula arctica), breeding; Razorbill (Alca torda), breeding; Seabird assemblage, breeding",31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992,-; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -,-; -; -; -; -; -; -
146,Noss,SPA,https://sitelink.nature.scot/site/8561,,Mixed_Picture,,4,0.25,,Scotland inshore,1/8/1996,,UK9002081,,,,,,,,,,,,
147,"Traeth Lafan/ Lavan Sands, Conway Bay",SPA,https://cdn.cyfoethnaturiol.cymru/433j2i40/condition-assessment-for-traeth-lafan-spa.pdf,https://naturalresources.wales/media/674184/Traeth%20Lafan%20SAC%20Plan%2021[1].4.08%20English.pdf,Degraded/Degrading,,1,,,Wales inshore,1/6/1992,,UK9013031,,"Curlew (Numenius arquata), wintering; Great crested grebe (Podiceps cristatus), wintering; Oystercatcher (Haematopus ostralegus), wintering; Red-breasted merganser (Mergus serrator); Redshank (Tringa totanus)",01/06/1992; 01/06/1992; 01/06/1992; 01/06/1992; 01/06/1992,-; -; -; -; -,Y; Y; Y; Y; Y,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
148,Shiant Isles,SPA,https://sitelink.nature.scot/site/8575,,Mixed_Picture,,5,0.4,,Scotland inshore,1/8/1992,,UK9001041,,"Fulmar (Fulmarus glacialis), breeding; Greenland barnacle goose (Branta leucopsis), non-breeding; Guillemot (Uria aalge), breeding; Kittiwake (Rissa tridactyla), breeding; Puffin (Fratercula arctica), breeding; Razorbill (Alca torda), breeding; Seabird assemblage, breeding; Shag (Phalacrocorax aristotelis), breeding",31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992; 31/08/1992,-; -; -; -; -; -; -; -,Y; Y; Y; Y; Y; Y; Y; Y,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -,-; -; -; -; -; -; -; -
149,Papa Stour,SPA,https://sitelink.nature.scot/site/8564,,Recovered/Recovering,"* Note, if non marine component features were included this site would be Mixed Picture",1,1,,Scotland inshore,1/3/2000,,UK9002051,,"Arctic tern (Sterna paradisaea), breeding; Ringed plover (Charadrius hiaticula), breeding",27/03/2000; 27/03/2000,-; -,Y; Y,-; -,-; -,-; -,-; -,-; -,-; -,-; -
150,Calf of Eday,SPA,https://sitelink.nature.scot/site/8478,,Mixed_Picture,,4,0.5,,Scotland inshore,1/6/1998,,UK9002431,,"Cormorant (Phalacrocorax carbo), breeding; Fulmar (Fulmarus glacialis), breeding; Great black-backed gull (Larus marinus), breeding; Guillemot (Uria aalge), breeding; Kittiwake (Rissa tridactyla), breeding; Seabird assemblage, breeding",29/06/1998; 29/06/1998; 29/06/1998; 29/06/1998; 29/06/1998; 29/06/1998,-; -; -; -; -; -,Y; Y; Y; Y; Y; Y,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -,-; -; -; -; -; -
151,Exe Estuary,SPA,https://designatedsites.naturalengland.org.uk/Marine/MarineFeatureCondition.aspx?SiteCode=UK9010081&SiteName=exe%20estuary&SiteNameDisplay=Exe+Estuary+SPA&countyCode=&responsiblePerson=&SeaArea=&IFCAArea=,http://publications.naturalengland.org.uk/publication/3055153?category=3229185,Condition_Unknown,,8,,,England inshore,1/3/1992,,UK9010081,,Coastal Saltmarshes and Saline Reedbeds; Esturine Rocky Habitats; Intertidal Coarse Sediment; Intertidal Mixed Sediments; Intertidal Mud,31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019; 31/05/2019,Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition; Maintain in favourable condition,N; N; N; N; N,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -,-; -; -; -; -
